model,provider,variant,intervention,outcome,ate,rationale,log
maverick,openrouter,forecaster-post-can,Social justice,trust_multidimensional,1.5,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,trust_post,2.0,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,distrust_post,-1.5,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,funding_perceptions,1.0,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,policy_role_mean,1.2,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,inst_trust_mean,0.8,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,belief_post,1.0,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,concern_mean,0.8,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,policy_general,0.5,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,policy_specific_mean,0.5,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,behavior_mean,0.2,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,donation_ams,0.05,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-can,Social justice,newsletter_signup,0.002,"The 'Social justice' intervention frames climate change as an issue of accountability for the wealthiest 10%, positioning scientists as allies of the remaining 90%. This framing is likely to resonate with liberals and potentially polarize conservatives, resulting in small average effects on trust and related attitudes. Effects on real behaviors are expected to be near zero, consistent with typical findings in megastudies.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,trust_multidimensional,2.2,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,trust_post,2.0,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,distrust_post,-1.9,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,funding_perceptions,1.5,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,policy_role_mean,1.1,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,inst_trust_mean,0.8,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,belief_post,1.8,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,concern_mean,1.2,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,policy_general,1.0,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,policy_specific_mean,0.9,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,behavior_mean,0.8,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,donation_ams,0.05,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Consensus,newsletter_signup,0.002,"The 'Consensus' intervention is likely to have small positive effects on trust and belief outcomes, with more muted effects on policy support and behavior. The message emphasizes scientific consensus, which may particularly resonate with moderates and those not strongly opposed to climate science. Effects on real behaviors like donations and newsletter signups are expected to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,trust_multidimensional,2.2,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,trust_post,2.0,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,distrust_post,-1.8,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,funding_perceptions,1.2,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,policy_role_mean,1.5,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,inst_trust_mean,0.6,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,belief_post,1.0,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,concern_mean,0.8,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,policy_general,0.9,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,policy_specific_mean,0.7,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,behavior_mean,0.5,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,donation_ams,0.05,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Corporate reliance,newsletter_signup,0.002,"The 'Corporate reliance' intervention likely increases trust in climate scientists by highlighting their credibility through private sector reliance, with larger effects on trust outcomes and smaller effects on distal outcomes like policy support and behavior. The message may resonate more with moderates and Republicans, who have more headroom to move on trust scales. Effects are generally small, consistent with megastudy averages.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,trust_multidimensional,2.5,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,trust_post,2.0,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,distrust_post,-1.8,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,funding_perceptions,1.5,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,policy_role_mean,1.2,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,inst_trust_mean,0.5,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,belief_post,1.2,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,concern_mean,1.0,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,policy_general,0.8,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,policy_specific_mean,0.8,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,behavior_mean,0.5,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,donation_ams,0.05,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Former skeptics,newsletter_signup,0.002,"The 'Former skeptics' intervention is likely to have small positive effects on trust in climate scientists and related attitudes, as it features personal stories of individuals changing their views on climate change. Effects on behavioral outcomes and more distal attitudes are expected to be smaller. The intervention's focus on conservatives who changed their minds may resonate with some Republicans and Independents.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,trust_multidimensional,1.8,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,trust_post,1.5,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,distrust_post,-1.2,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,funding_perceptions,0.8,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,policy_role_mean,1.2,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,inst_trust_mean,0.4,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,belief_post,0.8,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,concern_mean,0.7,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,policy_general,0.5,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,policy_specific_mean,0.6,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,behavior_mean,0.5,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,donation_ams,0.05,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Extreme weather predictions,newsletter_signup,0.001,"The intervention is likely to have small positive effects on trust in climate scientists and related attitudes, given its focus on the work of climate scientists in predicting extreme weather events. Effects on behavioral outcomes are expected to be near zero, consistent with typical findings in megastudies. The message is state-adaptive and highlights the practical benefits of climate scientists' work, which may enhance its credibility and impact.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,trust_multidimensional,2.5,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,trust_post,2.0,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,distrust_post,-1.8,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,funding_perceptions,0.8,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,policy_role_mean,1.2,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,inst_trust_mean,0.5,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,belief_post,1.0,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,concern_mean,0.6,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,policy_general,0.8,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,policy_specific_mean,0.7,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,behavior_mean,0.5,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,donation_ams,0.05,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,High public trust,newsletter_signup,0.002,"The 'High public trust' intervention is likely to have small to moderate effects on trust-related outcomes, given its focus on informing participants about the level of trust in climate scientists. Proximal outcomes like trust in climate scientists are expected to move more than distal ones like policy support or personal behavior intentions. Effects on real behaviors are likely to be near zero.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Interview Prof. Maraun,trust_multidimensional,2.5,"The intervention is a text featuring a climate scientist discussing their research and approach, emphasizing self-criticism, collaboration, and a commitment to understanding. This is likely to increase trust in climate scientists, particularly among those not already convinced. Effects on attitudes will be small, with more impact on proximal trust outcomes than distal policy or behavior outcomes.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Interview Prof. Maraun,trust_post,2.0,"The intervention is a text featuring a climate scientist discussing their research and approach, emphasizing self-criticism, collaboration, and a commitment to understanding. This is likely to increase trust in climate scientists, particularly among those not already convinced. Effects on attitudes will be small, with more impact on proximal trust outcomes than distal policy or behavior outcomes.",20260818-154105-153d91
maverick,openrouter,forecaster-post-s7,Interview Prof. Maraun,distrust_post,-1.8,"The intervention is a text featuring a climate scientist discussing their research and approach, emphasizing self-criticism, collaboration, and a commitment to understanding. This is likely to increase trust in climate scientists, particularly among those not already convinced. Effects on attitudes will be small, with more impact on proximal trust outcomes than distal policy or behavior outcomes.",20260818-154105-153d91
